"category","state","company_name","phone","address","city","state.1","postal_code","website","rating","reviews","sent","emailss","email","socials","ceo_name","description","avatar_url","performance_score","crawl_status","country","group","emails","phones","linkedin_url","twitter_url","facebook_url","instagram_url","meta_title","favicon_url","employee_count","founded_year","response_time_ms","crawl_error"
"Auto Repair","Orlando FL","Transit Care Service","(407) 219-3985","2816 E Robinson St","Orlando, FL 32803","FL",32803.0,"http://www.transitcareservice.com","","","no","","","http://www.facebook.com/pages/Transit-Care-Service-Inc/229796058410, https://twitter.com/intent/follow?source=followbutton&variant=1.0&screen_name=MobileMechanic2, https://www.youtube.com/user/TCSTestimonials?sub_confirmation=1","","We don't just want to repair and maintain your vehicle. We want to provide you with a service experience that truly changes the way you see car care. Car mechanic care should enhance your quality of life by providing you options that are convenient to how you live life","https://transitcareservice.com/wp-content/uploads/2023/11/Mobile-Car-Mechanic-in-Sarasota-Nokomis-Venice-Casey-Key-Englewood-North-Port.jpg",55,"success","USA","Auto Services","","1597586835210, 15975868352, 855-932-2558","","https://twitter.com/intent/follow?source=followbutton&variant=1.0&screen_name=MobileMechanic2","http://www.facebook.com/pages/Transit-Care-Service-Inc/229796058410","","Mobile Auto Mechanic Sarasota | Transit Care","https://transitcareservice.com/wp-content/uploads/2020/08/cropped-App-Icon-size-red-car-32x32.jpg","",2020.0,6656,""
"Auto Body Parts","Cleveland OH","AutoZone Auto Parts","(216) 459-9315","5910 Memphis Ave","Cleveland, OH 44144","OH",44144.0,"https://www.autozone.com/locations/oh/cleveland/5910-memphis-ave.html","","47 Years","no","","","https://www.facebook.com/autozone, https://www.instagram.com/autozone/, https://www.youtube.com/user/AutoZone, https://twitter.com/autozone","","Find the best auto parts in Cleveland at your local AutoZone store found at 5910 Memphis Ave. Go DIY and save on service costs by shopping at an AutoZone store near you for the best replacement parts and aftermarket accessories.","http://a.mktgcdn.com/p/p7Kgw06aKAzaaKVE2Ig5VuXgnMkTmVtPakmnUvjd2No/342x342.jpg",75,"success","USA","Auto Services","","800) 288-6966, 216) 459-9315, (216) 459-9315","","https://twitter.com/autozone","https://www.facebook.com/autozone","https://www.instagram.com/autozone/","AutoZone Auto Parts in Cleveland, OH (5910 Memphis Ave): Best Auto Parts Store Near Me","https://www.autozone.com/locations/assets/static/favicon-Dh-A8gCy.ico","",2026.0,5381,""
"Auto Glass Repair","Fort Lauderdale FL","Always Available Auto Glass","(954) 507-4106","100 Fairway Dr","Deerfield Beach, FL 33441","FL",33441.0,"http://alwaysavailableautoglass528252353.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",8445,""
"Oil Change","Columbus OH","Mr Tire Auto Service Centers","(614) 889-0702","6826 Sawmill Rd","Columbus, OH 43235","OH",43235.0,"http://locations.mrtire.com/oh/columbus/6826-sawmill-road.html?utm_source=yext&utm_medium=local&utm_campaign=yext-local","","(1)","no","","","","","","",40,"success","USA","Auto Services","","","","","","","ERROR: The request could not be satisfied","","","",6336,""
"Towing","Chicago IL","Almighty Towing LLC","(773) 531-8919","","Chicago, IL 60623","IL",60623.0,"http://almightytowingllc.localsearch.com","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",8484,""
"Towing","Cincinnati OH","Ruwe Auto Body Inc","(513) 791-3072","","","","","http://yellowpages.com/deer-park-oh/mip/burtons-collision-475190405","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",8422,""
"Auto Repair","Orlando FL","Master Muffler & Brake Center","(407) 898-1946","3029 E South St","Orlando, FL 32803","FL",32803.0,"http://www.myorlandomechanic.com","","","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Tire Shops","Memphis TN","Mathis Tires","(662) 536-1727","1394 Goodman Rd E","Southaven, MS 38671","MS",38671.0,"http://www.mathistire.com","","(1)","no","","","","","px-captcha","",50,"success","USA","Auto Services","","","","","","","Access to this page has been denied","","","",8555,""
"Auto Body Parts","Cincinnati OH","MV Automotive","(513) 860-4454","4875 Muhlhauser Rd","West Chester, OH 45011","OH",45011.0,"http://yellowpages.com/hamilton-oh/mip/pauls-auto-sales-service-6806882","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3682,""
"Car Wheels","San Antonio TX","Rent A Wheel","(830) 856-2246","12903 Nacogdoches Rd","San Antonio, TX 78217","TX",78217.0,"http://rentawheel.com","","","no","","info@rentawheel.com, optout@rentawheel.com","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Car Stereo Systems","Cleveland OH","Ziebart Rhino Linings","(440) 845-6031","6754 Pearl Rd","Middleburg Heights, OH 44130","OH",44130.0,"http://ziebart.com/find-my-local-ziebart/location/middleburg-heights-oh","","21 Years","no","","","https://business.facebook.com/ZiebartMiddleburgHeightsOH/, https://youtube.com/@ziebartinternational?si=cjyt1gDxp33qwiyk, https://twitter.com/ZiebartUSA, https://www.linkedin.com/company/ziebart-international/, https://www.instagram.com/ziebartusa/","","Ziebart of Middleburg Heights protects and enhances your vehicle with paint protection, films, auto detailing and more. Call 440 845-6031 for your appointment.","",65,"success","USA","Auto Services","oh61@ziebart.com, customerservice@ziebart.com","586-254-1116 586, 586-254-1116, (248) 588-4100","https://www.linkedin.com/company/ziebart-international/","https://twitter.com/ZiebartUSA","https://business.facebook.com/ZiebartMiddleburgHeightsOH/","https://www.instagram.com/ziebartusa/","Professional Auto Detailing and Restoration Service by Ziebart Middleburg Heights, OH","","",2025.0,8620,""
"Oil Change","Columbus OH","Tire Kingdom","(614) 232-8881","150 E Long St","Columbus, OH 43215","OH",43215.0,"http://tirekingdom.com","","","no","","","","","","",40,"success","USA","Auto Services","","","","","","","Just a moment...","","","",8955,""
"Oil Change","Columbus OH","Doug's Auto Repairs","(614) 226-2066","5424 Tretorn Dr","Hilliard, OH 43026","OH",43026.0,"https://nan","","11 Years","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Used Car Parts","Denver CO","Denver Trux R US Inc","(303) 619-1563","7621 Brighton Blvd","Commerce City, CO 80022","CO",80022.0,"https://nan","","","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Towing","Chicago IL","Magic Towing Service Inc.","(708) 971-2500","5624 N Mango Ave","Chicago, IL 60646","IL",60646.0,"https://nan","","","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Remanufactured Engines","Dallas TX","Pro-Active Car Care Inc","(817) 355-1177","840 S Industrial Blvd","Euless, TX 76040","TX",76040.0,"https://nan","","(1)","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host nan:443 ssl:False [getaddrinfo failed]"
"Towing","Los Angeles CA","Kars4kids Car Donation","(323) 802-0929","3183 Wilshire Blvd # 196b8","Los Angeles, CA 90010","CA",90010.0,"http://www.kars4kids.org/lc","","","no","","","https://twitter.com/kars4kids, https://www.facebook.com/kars4kids/, https://www.youtube.com/user/877kars4kids/, https://instagram.com/kars4kids/, https://www.linkedin.com/company/kars4kids","Marine Int Princecraft","With 30 years of experience accepting car donations, Kars4Kids makes donating your vehicle quick and easy. Donate today for a free pickup, tax deduction, vacation voucher + help kids!","https://www.kars4kids.org/img/kars4kids-share.jpg",55,"success","USA","Auto Services","","877-478-7452, 877.527.7454, 22-374-6050","https://www.linkedin.com/company/kars4kids","https://twitter.com/kars4kids","https://www.facebook.com/kars4kids/","https://instagram.com/kars4kids/","Kars4Kids: Donate your car today!","","",2026.0,9076,""
"Car Detailing","Tampa FL","Jerry's Mobile Detailing","(813) 390-9578","2103 W Rio Vista Ave","Tampa, FL 33603","FL",33603.0,"http://robsmobiledetailing.com","","16 Years","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Tire Shops","Indianapolis IN","Discount Tire","(317) 887-6882","8335 Us 31","Indianapolis, IN 46227","IN",46227.0,"https://www.discounttire.com/store/in/indianapolis/s/1301","","(5)","no","","","","","","",50,"success","USA","Auto Services","","","","","","","ERROR: The request could not be satisfied","","","",4025,""
"Auto Body Shops","New York NY","Manhattan Collision Inc","(212) 645-0169","428 W 19th St","New York, NY 10011","NY",10011.0,"http://yellowpages.com/new-york-ny/mip/manhattan-collision-inc-480179955","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",6419,""
"Auto Body Parts","Cleveland OH","AutoZone Auto Parts","(216) 341-3563","7526 Broadway Ave","Cleveland, OH 44105","OH",44105.0,"https://www.autozone.com/locations/oh/cleveland/7526-broadway-ave.html","","47 Years","no","","","","","px-captcha","",60,"success","USA","Auto Services","","","","","","","Access to this page has been denied","","","",10523,""
"Auto Body Parts","Indianapolis IN","Maaco Auto Body Shop & Painting","(317) 296-6086","3115 Lafayette Rd","Indianapolis, IN 46222","IN",46222.0,"https://www.maaco.com/locations/in/indianapolis-11117","","39 Years","no","","","https://www.facebook.com/638034769574606, https://twitter.com/maaco, https://www.youtube.com/user/MaacoAutoBodyShop, https://www.instagram.com/maaconorthamerica/?hl=en, https://www.tiktok.com/@maaconorthamerica","","Maaco is your best choice for auto body work, collision repair and car painting near you in Indianapolis. Easy online estimates and appointment booking!","",60,"success","USA","Auto Services","","(317) 296-6086, 317) 296-6086","","https://twitter.com/maaco","https://www.facebook.com/638034769574606","https://www.instagram.com/maaconorthamerica/?hl=en","Auto Body & Car Paint Shop Near Me in Indianapolis | Maaco","","",2025.0,12033,""
"Auto Parts","Memphis TN","Wiley Imports LLC","(901) 362-3081","3763 Old Getwell Rd","Memphis, TN 38118","TN",38118.0,"http://www.wileyimports.com","","(5)","no","","","","","","",40,"success","USA","Auto Services","","","","","","","Wiley Imports - Memphis, TN","","","",9428,""
"Auto Body Parts","Cleveland OH","AutoZone Auto Parts","(216) 391-4762","7510 Superior Ave","Cleveland, OH 44103","OH",44103.0,"https://www.autozone.com/locations/oh/cleveland/7510-superior-ave.html","","47 Years","no","","","https://www.facebook.com/autozone, https://www.instagram.com/autozone/, https://www.youtube.com/user/AutoZone, https://twitter.com/autozone","","Find the best auto parts in Cleveland at your local AutoZone store found at 7510 Superior Ave. Go DIY and save on service costs by shopping at an AutoZone store near you for the best replacement parts and aftermarket accessories.","http://a.mktgcdn.com/p/p7Kgw06aKAzaaKVE2Ig5VuXgnMkTmVtPakmnUvjd2No/342x342.jpg",75,"success","USA","Auto Services","","800) 288-6966, 216) 391-4762, (216) 391-4762","","https://twitter.com/autozone","https://www.facebook.com/autozone","https://www.instagram.com/autozone/","AutoZone Auto Parts in Cleveland, OH (7510 Superior Ave): Best Auto Parts Store Near Me","https://www.autozone.com/locations/assets/static/favicon-Dh-A8gCy.ico","",2026.0,8641,""
"Oil Change","Columbus OH","Maxi Onsite Oil Change","(614) 400-9350","6812 Axtel Dr","Canal Winchester, OH 43110","OH",43110.0,"https://www.callmaxi.com","","","no","","","","","","",0,"timeout","USA","Auto Services","","","","","","","","","","",0,"Connection timed out"
"Used Car Parts","San Francisco CA","Serramonte Ford","(650) 763-2400","999 Serramonte Blvd","Colma, CA 94014","CA",94014.0,"https://www.serramonteford.com","","","no","","contact@serramonteford.com","https://www.instagram.com/serramonteford/, https://www.facebook.com/SerramonteFord, https://www.twitter.com/Serramonte_Ford, https://www.youtube.com/channel/UClHMpM3BpiOZ_S6Anuk_ZFA, https://www.linkedin.com/company/serramonte-ford","","Purchase from home! Explore our wide variety of cars & trucks at our Ford dealer.  For more information and a test drive, visit our Ford dealership in Colma today! Our Ford team will assist with any questions or concerns.","",75,"success","USA","Auto Services","contact@serramonteford.com","350 2026, 250 2026, 844-869-7236","https://www.linkedin.com/company/serramonte-ford","https://www.twitter.com/Serramonte_Ford","https://www.facebook.com/SerramonteFord","https://www.instagram.com/serramonteford/","New & Used Ford Cars at Serramonte Ford | Ford Dealer in Colma, CA | Serving Near & San Francisco, Daly City, & San Mateo, CA","https://static.dealer.com/v8/global/images/franchise-logos/auto/f/ford/white/183x125.png","","",15132,""
"Auto Repair","Orlando FL","L & J Auto & Street Rods","(321) 229-3584","9209 2nd Ave","Orlando, FL 32824","FL",32824.0,"http://www.landjstreetrods.com","","22 Years","no","","info@landjstreetrods.com","https://x.com/oldtimeautoshop, https://www.facebook.com/LAndJAutoAndStreetRod/, https://www.youtube.com/@oldtimeautorepaironline","","L & J Auto and Street Rods! Orlando Classic Car Repair Shop, Fix it right the first time! We offer everything from A/C repair to Complete Engine Rebuilds.","https://www.landjstreetrods.com/wp-content/uploads/2021/07/slideshow-home-1.jpg",75,"success","USA","Auto Services","info@landjstreetrods.com","321) 229-3584, (321) 229-3584","","https://x.com/oldtimeautoshop","https://www.facebook.com/LAndJAutoAndStreetRod/","","L & J Auto and Street Rods! | Old Time Auto Repair | Orlando Classic Cars","https://www.landjstreetrods.com/wp-content/uploads/2025/03/cropped-repairing-service-32x32.png","",2025.0,15505,""
"Remanufactured Engines","Dallas TX","1st Quality Auto Care","(972) 288-9916","1616 Range Dr Ste 115","Mesquite, TX 75149","TX",75149.0,"http://yellowpages.com/mesquite-tx/mip/carters-automotive-10766411","","","no","","","","","","",45,"success","USA","Auto Services","","156.0.213.54","","","","","Attention Required! | Cloudflare","","","",3080,""
"Tire Shops","Memphis TN","Direct Tire & Auto Service","(901) 372-3877","2795 Bartlett Blvd","Bartlett, TN 38134","TN",38134.0,"http://summittiresales.com","","","no","","9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io","","","We are a local tire and automotive service center located in Bartlett Tennessee.  Our services range fron the basics like oil changes and alignmnents up to replacing motors and transmissions.","",60,"success","USA","Auto Services","9a65e97ebe8141fca0c4fd686f70996b@sentry.wixpress.com, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, bartlett@summittiresales.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com","901) 372-3877, (901) 3772610, (901) 372-3877","","","","","Summit Tire and Auto Service","https://static.wixstatic.com/media/8edafc_8a433dc7de534c94b3604dc8a0e63aa1%7Emv2.jpg/v1/fill/w_192%2Ch_192%2Clg_1%2Cusm_0.66_1.00_0.01/8edafc_8a433dc7de534c94b3604dc8a0e63aa1%7Emv2.jpg","","",15840,""
"Oil Change","Indianapolis IN","Michigan Road Auto Center","(317) 257-6377","5835 N Michigan Rd","Indianapolis, IN 46228","IN",46228.0,"https://michiganroadautocenter.com","","27 Years","no","","","","","","",0,"error","USA","Auto Services","","","","","","","","","","",0,"Cannot connect to host michiganroadautocenter.com:443 ssl:False [getaddrinfo failed]"
