"name","website","state","emailee","email","descriptione","scraped_socials","ceo_name","email_status","emails","socials","ceo_name","description","avatar_url","performance_score","crawl_status"
"Journey Builders Inc","https://journeybuildersinc.com","San Bernardino","","inquiries@journeybuildersinc.com, inquiries@journeybuildersinc.com","Local roofing company near you for residential, commercial, industrial and H.O.A. roofing, including roof replacement, installation, maintenance and inspection.","https://www.linkedin.com/company/journey-builders-inc/, https://www.facebook.com/Journey-Builders-Inc-110194011753748/, https://www.instagram.com/journeybuildersroofing/","Unknown","","inquiries@journeybuildersinc.com, Inquiries@journeybuildersinc.com","https://www.facebook.com/Journey-Builders-Inc-110194011753748/, https://www.linkedin.com/company/journey-builders-inc/, https://www.instagram.com/journeybuildersroofing/","","Local roofing company near you for residential, commercial, industrial and H.O.A. roofing, including roof replacement, installation, maintenance and inspection.","https://journeybuildersinc.com/wp-content/uploads/2022/05/cropped-green-icon-journey-new-logo-32x32.png",75,"success"
"Compare Roofing Experts","http://compareroofingexpertsnj.localsearch.com","Texas","","","","","Unknown","","","","","","",50,"success"
"Roofing Supply Group","http://roofingsupplygroup.com","Chesapeake","","","Beacon brands consolidated into one Beacon brand.","https://www.instagram.com/qxoinc/, https://www.facebook.com/QXOInc, https://www.linkedin.com/company/qxoinc/","Unknown","","","https://www.facebook.com/QXOInc, https://www.linkedin.com/company/qxoinc/, https://www.instagram.com/qxoinc/","","Beacon brands consolidated into one Beacon brand.","http://roofingsupplygroup.com/images/qxo.ico",65,"success"
"Always Clean Service Inc","http://www.alwayscleanservices.com","Chesapeake","","","","","Unknown","","","","","","",0,"timeout"
"Kpisoft Inc","http://www.roofrx.com","San Francisco","","","When you need the best roofing services in California, make sure you partner with the experts at Roof Rx. Our experienced roofing professionals have the expertise and knowledge to provide you with the top-rated roofing solutions you deserve. No matter what kind of home you have, the roofing experts here at Roof Rx are here to help you!","https://www.facebook.com/RoofRxHQ","Unknown","","","https://www.facebook.com/RoofRxHQ","","When you need the best roofing services in California, make sure you partner with the experts at Roof Rx. Our experienced roofing professionals have the expertise and knowledge to provide you with the top-rated roofing solutions you deserve. No matter what kind of home you have, the roofing experts here at Roof Rx are here to help you!","https://www.roofrx.com/wp-content/uploads/2021/12/cropped-rrlogoicon-32x32.png",65,"success"
"National Roofing Corp","https://www.nationalroofingcorp.com/contact-national-roofing","Chesapeake","","your@email.com, info@nationalroofingcorp.com","Contact National Roofing Corp at (757) 465-1188 for commercial roofing services in the Suffolk, VA area.","","Unknown","","your@email.com, info@nationalroofingcorp.com","","","Contact National Roofing Corp at (757) 465-1188 for commercial roofing services in the Suffolk, VA area.","https://irp.cdn-website.com/81a9d37b/site_favicon_16_1619600279982.ico",95,"success"
"Vanir Tower Building, Inc","https://www.vanir.com/property/vanir-tower-san-bernardino","San Bernardino","","","","https://www.linkedin.com/company/vanir-construction-management, https://www.instagram.com/wearevanir/, https://www.facebook.com/VanirCM","Unknown","","","https://www.linkedin.com/company/vanir-construction-management, https://twitter.com/VanirCM, https://www.facebook.com/VanirCM","","","https://www.vanir.com/wp-content/uploads/cropped-vanirlogo-32x32.png",65,"success"
"All-Kine Roofing","http://allkineroofing.localsearch.com","Honolulu","","","","","Unknown","","","","","","",50,"success"
"Compare Roofing Experts","http://compareroofingexperts.localsearch.com","Laredo","","","","","Unknown","","","","","","",50,"success"
"Beldon Roofing Company","https://www.beldon.com","Laredo","","customersupport@beldon.com","","https://www.linkedin.com/company/beldonroofingcompany/, https://www.instagram.com/beldonroofingcompany/, https://www.facebook.com/beldonroofingcompany","Unknown","","customersupport@beldon.com","https://www.facebook.com/beldonroofingcompany, https://www.instagram.com/beldonroofingcompany/, https://www.linkedin.com/company/beldonroofingcompany/","","","",75,"success"
"JL Roofing","https://www.jlroofingtx.com","Houston","","error","","","","","","","","","",0,"timeout"
"Rick's Roofing & Siding Inc","","Minneapolis","","","","","","","","","","","",0,"error"
"Campbell Beard Roofing Inc","","Denver","","","","","","","","","","","",0,"error"
"Compare Roofing Experts","","Texas","","","","","","","","","","","",0,"error"
"Sheridan Sheet Metal","","Minneapolis","","","","","","","","","","","",0,"error"
"J & P Roofing Inc","","Denver","","","","","","","","","","","",0,"error"
"Beissel Window & Siding","","Minneapolis","","","","","","","","","","","",0,"error"
"Compare Roofing Experts","","Texas","","","","","","","","","","","",0,"error"
"Formula Roofing and Remodeling","","Denver","","","","","","","","","","","",0,"error"
"R & R Roofing Enterprises","","Laredo","","","","","","","","","","","",0,"error"
"Castone Roofing and Construction","https://www.castoneinc.com/contact","Fresno","","","Our team of professional and experienced roofers can install or fit new commercial or residential roofs, give periodic maintenance and make any kind of repair.","","Unknown","","","","","Our team of professional and experienced roofers can install or fit new commercial or residential roofs, give periodic maintenance and make any kind of repair.","https://www.castoneinc.com/images/public/share_thumb.jpg",70,"success"
"Diverseinspectionservices","http://diverseinspectionservices.localsearch.com","San Francisco","","","","","Unknown","","","","","","",50,"success"
"Newhaus Roofing & Construction","http://newhausroofingconstruction.localsearch.com","Houston","","","","","Unknown","","","","","","",50,"success"
"Team Roofing and Remodeling LLC","","Minneapolis","","","","","","","","","","","",0,"error"
"Inland Empire Roofing Co","http://www.inlandempireroofingco.com","San Bernardino","","","From Fascia to shingles, Inland Empire Roofing has your roof needs covered. We offer our services throughout Southern California including San Bernardino. Contact us today!","","Unknown","","","","","From Fascia to shingles, Inland Empire Roofing has your roof needs covered. We offer our services throughout Southern California including San Bernardino. Contact us today!","",60,"success"
"Compare Roofing Experts","http://compareroofingexperts.localsearch.com","Texas","","","","","Unknown","","","","","","",50,"success"
"Torick Roofing Inc","http://torickroofinginc.localsearch.com","Fresno","","","","","Unknown","","","","","","",50,"success"
"Eli Roofing Services","https://www.eliroofingservices.com","Laredo","","","","","Unknown","","","","","","https://www.wix.com/favicon.ico",60,"success"
"Paradise Roofing Corp","https://paradiseroofinghawaii.com","Honolulu","","error","","","","","webmaster@paradiseroofinghawaii.com","","","","",70,"success"
"Inspiration Construction","http://inspirationconstllc.com","Fort Wayne","","","","","Unknown","","","","","","",50,"success"
"Pietronico Roofing Solutions","http://pietronicoroofingsolutionsca.localsearch.com","Fontana","","","","","Unknown","","","","","","",50,"success"
"Advanced Exteriors","http://www.advancedexteriors.com","Denver","","","","","Unknown","","","","","","",50,"success"
"DFW Roofing Inc","http://www.dfw-roofinginc.com","Texas","","error","","","","","","","","","",0,"error"
"Aluminum Shake Roofing Inc","http://aluminumshakeroofing.com","Honolulu","","error","","","","","","https://www.facebook.com/Aluminum-Shake-Roofing-126103820775997/, https://www.instagram.com/aluminumshakeroofing/, https://www.twitter.com/BrianHasegawa","","Aluminum Shake Roofing has been installing beautiful metal roofing with lifetime warranties in Oahu Hawaii for over 30 years.","https://www.oahumetalroofing.com/wp-content/uploads/2020/04/cropped-aluminum-shake-roofing-icon-32x32.png",65,"success"
"Bryant Roofing Service","http://yellowpages.com/fresno-ca/mip/on-top-roofing-14790835","Fresno","","","","","Unknown","","","","","","",65,"success"
"Compare Roofing Experts","http://compareroofingexperts.localsearch.com","Denver","","","","","Unknown","","","","","","",65,"success"
"Magnolia Roofs","http://magnoliaroofs.localsearch.com","San Francisco","","","","","Unknown","","","","","","",50,"success"
"Best Solar Installation","http://bestsolarinstallation550843125.localsearch.com","Fresno","","","","","Unknown","","","","","","",50,"success"
"Raintree 2051 Third St","http://raintree2051thirdst.localsearch.com","San Francisco","","","","","Unknown","","","","","","",50,"success"
"Brandenberger Contracting Solutions","http://www.brandenbergercontracting.com","Fort Wayne","","victor@brandenbergers.com, flags@2x.png","Local Roofers in Fort Wayne Indiana, Brandenberger Contracting Solutions provides the highest quality roof replacement in Allen County.","https://instagram.com, https://facebook.com, https://linkedin.com","Unknown","","victor@brandenbergers.com, flags@2x.png","https://facebook.com, https://linkedin.com, https://instagram.com","","Local Roofers in Fort Wayne Indiana, Brandenberger Contracting Solutions provides the highest quality roof replacement in Allen County.","https://storage.googleapis.com/msgsndr/vbg1HZHa68PRjevz9IwZ/media/6615af9c1ba5e6750dea355d.png",65,"success"
"Pedco Roofing Inc - Houston's Premier Residential Roofer","https://pedcoroofs.com","Texas","","","","","Unknown","","","","","Pedco Roofing is a reputable family owned and operated contractor serving the greater Houston and southeast Texas areas for more than 25 years. We specialize in new residential, existing residential, light commercial construction as well as light commercial retrofit re-roofing with the highest quality materials and installation techniques available.","",70,"success"
"PG and Sons Construction","http://pgandsonsconstruction.localsearch.com","Fort Wayne","","","","","Unknown","","","","","","",50,"success"
"Advanced Roofing Systems of Va.","http://advancedroofingsystemsofva.localsearch.com","Chesapeake","","","","","Unknown","","","","","","",50,"success"
"Omega Roofing","http://omegaroofinghi.localsearch.com","Honolulu","","","","","Unknown","","","","","","",50,"success"
"Formula Roofing and Remodeling","http://www.formularoofing.com","Denver","","your@email.com","Formula Roofing & Remodeling offers expert residential & commercial shingle roofing, energy-efficient window installation & replacement, and exterior painting services in Aurora, Boulder & Denver, CO","https://instagram.com/formula_roofing_and_remodeling/, https://facebook.com/FormulaRoofing","Unknown","","your@email.com","https://facebook.com/FormulaRoofing, https://instagram.com/formula_roofing_and_remodeling/","","Formula Roofing & Remodeling offers expert residential & commercial shingle roofing, energy-efficient window installation & replacement, and exterior painting services in Aurora, Boulder & Denver, CO","https://irp.cdn-website.com/72df28d5/site_favicon_16_1653052262272.ico",75,"success"
"Accu-Rite Roofing and Construction Services","http://www.accuriteroof.com","Texas","","error","","","","","info@accuriteroof.com, your@email.com","https://www.facebook.com/profile.php?id=100063575649149&paipv=0&eav=AfYiardy3Vexi2YCcjbt73EQjStzNpnlCym1o2BtN17XjuAxMkVAfMQhoE7BbRCYffs, https://www.facebook.com/Accu-Rite-Roofing-and-Construction-Services-518994688195514","","Accu-Rite Roofing and Construction Services has been a reliable local roofing and construction company based in San Antonio, TX, since 1984. Click for more.","https://irp.cdn-website.com/5e5a46fd/site_favicon_16_1699039461024.ico",75,"success"
"Roof Artistry","https://roofartistry.com","Chesapeake","","","Roof Artistry is your trusted roofing expert in Chesapeake and Norfolk, offering quality roof repair, replacement and installation with expert craftsmanship","https://facebook.com/roofartistry, https://instagram.com/roofartistry/","Unknown","","","https://instagram.com/roofartistry/, https://facebook.com/roofartistry","","Roof Artistry is your trusted roofing expert in Chesapeake and Norfolk, offering quality roof repair, replacement and installation with expert craftsmanship","https://cdn.prod.website-files.com/684b076ded9ddd652b992bff/684b0ed890711ca218b7c76d_Roof-Artistry-favicon.jpg",85,"success"
"Arrowhead Sheetmetal","http://arrowheadsheetmetal.localsearch.com","San Bernardino","","","","","Unknown","","","","","","",50,"success"
"Five Star Siding & Remodeling","http://fivestarsidingremodeling.localsearch.com","Minneapolis","","","","","Unknown","","","","","","",50,"success"
"Beck Roofing Corporation","http://www.beckroofing.com","Chesapeake","","","","","Unknown","","","","","","data:;",60,"success"
"E.G.  Renovations LLC","http://www.egrenovationsllc.net","Fort Wayne","","","","","Unknown","","","","","","",50,"success"
"Roger Romero Roofing LLC","http://www.rogerromeroroofing.com","Texas","","","Roger Romero Roofing LLC is not your typical ""El Paso Roofing Contractor"". Our company is family owned, operated and named. We also live and raise our families here in El Paso Texas just like you. This guarantees you the highest level of customer care on which our reputation is built, by continually earning many customers' support as “a roofing contractor you can trust”.","","Unknown","","","","","Roger Romero Roofing LLC is not your typical ""El Paso Roofing Contractor"". Our company is family owned, operated and named. We also live and raise our families here in El Paso Texas just like you. This guarantees you the highest level of customer care on which our reputation is built, by continually earning many customers' support as “a roofing contractor you can trust”.","",60,"success"
