category,state,company_name,phone,address,city,state.1,postal_code,website,rating,reviews,sent,emailss,email,socials,ceo_name,description,avatar_url,performance_score,crawl_status,country,group
Tire Shops,Cleveland OH,Mavis Tire,(440) 885-0075,6921 Pearl Rd,"Cleveland, OH 44130",OH,44130.0,http://mavistire578590646.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Auto Body Parts,Birmingham AL,Elite World Autos,(205) 966-5570,,,,,http://eliteworldautos.localsearch.com,,,no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Brenden's Auto Service,(206) 242-4881,15421 Ambaum Blvd SW,"Burien, WA 98166",WA,98166.0,http://brendensautoservice.localsearch.com,,30 Years,no,,,,,,,50,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Pesonal Auto Detailing,(954) 648-4643,,"Fort Lauderdale, FL 33309",FL,33309.0,http://pesonalautodetailing.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Tampa FL,Carrollwood Auto Detail,(813) 644-0106,15806 Crying Wind Dr,"Tampa, FL 33624",FL,33624.0,http://carrollwoodautodetail.localsearch.com,,19 Years,no,,,,,,,60,success,USA,Auto Services
Oil Change,Cleveland OH,OIL BOYS PREMIUM LUBE CENTERS,(216) 331-4174,7402 Saint Clair Ave,"Cleveland, OH 44103",OH,44103.0,http://oilboyspremiumlubecenters.localsearch.com,,13 Years,no,,,,,,,60,success,USA,Auto Services
Auto Body Parts,Birmingham AL,Color Touch,(205) 383-0147,,"Leeds, AL 35094",AL,35094.0,http://colortouchal.localsearch.com,,(1),no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Rose Hill Auto Center,(425) 889-8522,12345 NE 85th St,"Kirkland, WA 98033",WA,98033.0,http://www.rosehillcarwash.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Body Parts,Birmingham AL,Econo Auto Painting,(205) 781-7003,5711 Valley Rd,"Fairfield, AL 35064",AL,35064.0,http://econoautopaintingal.localsearch.com,,(3),no,,,,,,,60,success,USA,Auto Services
Auto Parts,Memphis TN,Wynne Exhaust Distributors,(901) 937-5373,5455 Crestview Rd Ste 25,"Memphis, TN 38134",TN,38134.0,http://wynneexhausttn.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Shops,Cleveland OH,K MS Industries Inc,(440) 243-6680,6880 Lake Abrams Dr,"Cleveland, OH 44130",OH,44130.0,http://kmsind.com,,,no,,,,,,,60,success,USA,Auto Services
Oil Change,Cleveland OH,Lusty Wrench,(216) 371-8150,2120 Lee Rd,"Cleveland, OH 44118",OH,44118.0,http://www.lustywrench.com,,47 Years,no,,,,,,,0,error,USA,Auto Services
Auto Glass Repair,Nashville TN,Binswanger,(615) 298-3148,3100 W End Ave Ste 235,"Nashville, TN 37203",TN,37203.0,http://www.binswanger.com,,,no,,info@Binswanger.com,"https://www.linkedin.com/company/34325/, https://twitter.com/binswangerworld, https://www.facebook.com/binswangermgmtcorp/",,"Binswanger is a full-service commercial real estate agency, handling global property acquisitions, dispositions, project management, and more. Call today.",https://www.binswanger.com/wp-content/uploads/2020/05/cropped-fav-32x32.png,75,success,USA,Auto Services
Auto Parts,Memphis TN,AutoZone,(901) 795-7700,3767 New Getwell Rd,"Memphis, TN 38118",TN,38118.0,http://www.autozone.com,,,no,,,,,px-captcha,,75,success,USA,Auto Services
Auto Glass Repair,Nashville TN,Architectural Glass Metal Co,(615) 471-5120,2500 Perimeter Place Dr,"Nashville, TN 37214",TN,37214.0,https://www.agmcompany.com/contact-us/tennesse,,,no,,,https://www.facebook.com/Architectural-Glass-Metal-Company-Inc-111621628899922,,,,65,success,USA,Auto Services
Oil Change,Cleveland OH,Automotion Auto Service,(216) 651-5556,4998 Lorain Ave,"Cleveland, OH 44102",OH,44102.0,http://automotionautoservice.localsearch.com,,31 Years,no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Mark's Expert Auto Service,(206) 246-5232,15418 Ambaum Blvd SW,"Burien, WA 98166",WA,98166.0,http://www.marksauto.org,,,no,,,,,,,50,success,USA,Auto Services
Oil Change,Cleveland OH,Ally Auto-Works,(216) 459-8990,3333 Brookpark Rd,"Cleveland, OH 44134",OH,44134.0,http://allyautoworks.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Repair,Tampa FL,Kuhn Collision Repair Center,(813) 229-8608,3319 N Florida Ave,"Tampa, FL 33603",FL,33603.0,http://kuhncollision.com,,14 Years,no,,,,,,,0,error,USA,Auto Services
Remanufactured Engines,Seattle WA,Stage Auto Center,(425) 820-2490,11852 NE 112th St,"Kirkland, WA 98033",WA,98033.0,http://stageautocenter.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Memphis TN,"Candy Sotelo, Ronnie Pippin",(901) 382-6535,5520 Pleasant View Rd,"Memphis, TN 38134",TN,38134.0,http://yellowpages.com/memphis-tn/mip/mobile-trim-team-8303894,,,no,,,,,,,65,success,USA,Auto Services
Towing,Chicago IL,Fleet Services,(773) 927-8000,2641 S Leavitt St,"Chicago, IL 60608",IL,60608.0,http://www.fleetservicechicago.com/HOME.html,,,no,,,,,,,65,success,USA,Auto Services
Towing,Chicago IL,J C Roadside Assistance,(773) 844-1175,5043 W Deming Pl # 2FL,"Chicago, IL 60639",IL,60639.0,http://jcroadsideassistance.localsearch.com,,(1),no,,,,,,,60,success,USA,Auto Services
Tire Shops,Cleveland OH,Bridgestone Firestone Credit,(216) 362-5000,6275 Eastland Rd,"Cleveland, OH 44142",OH,44142.0,https://www.bridgestoneamericas.com/content/bscorpcomm-sites/americas/en/contact-us/locations/retail-outlets.html,,,no,,,,,,,75,success,USA,Auto Services
Oil Change,Cleveland OH,Washington & Lee Service,(216) 371-2850,2080 Lee Rd,"Cleveland, OH 44118",OH,44118.0,https://washingtonleeservice.net,,72 Years,no,,,,,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/wcAAgMBApWzZ/AAAAAASUVORK5CYII=",75,success,USA,Auto Services
Auto Parts,Memphis TN,G & S Glass Company,(901) 795-0557,4117 Prescott Rd,"Memphis, TN 38118",TN,38118.0,http://yellowpages.com/memphis-tn/mip/auto-glass-now-memphis-503138977,,,no,,,,,,,65,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Wash-A-Rama Inc,(954) 522-7128,1220 S Federal Hwy,"Fort Lauderdale, FL 33316",FL,33316.0,http://wash-a-rama-inc.hub.biz,,(3),no,,,"http://www.twitter.com/hubbiz, https://twitter.com/share, http://www.facebook.com/hubbiz",,"View Wash-A-Rama in Fort Lauderdale. View Phone, Address, Reviews, Complaints, Compliments and Similar Businesses to Wash-A-Rama",https://hubbiz.net/images/favicon.ico,80,success,USA,Auto Services
Towing,Chicago IL,Chicago's Towing Service,(773) 257-7110,,"Chicago, IL 60639",IL,60639.0,http://chicagostowingservice.localsearch.com,,(1),no,,,,,,,60,success,USA,Auto Services
Tire Shops,Cleveland OH,Motor Kars Tire & Auto,(216) 661-7005,7700 Brookpark Rd,"Cleveland, OH 44129",OH,44129.0,http://motorkarstireauto.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Memphis TN,Bowden's Auto & Truck Repair,(870) 732-2944,123 W Madison Ave,"Marion, AR 72364",AR,72364.0,http://bowdensautotruckrepair.localsearch.com,,36 Years,no,,,,,,,60,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Krown Auto Detailing,(954) 709-2665,,"Fort Lauderdale, FL 33311",FL,33311.0,http://krownautodetailingfl.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,S & S Mobile Detail,(305) 923-6876,204 SW 24th Ave,"Fort Lauderdale, FL 33312",FL,33312.0,http://ssmobiledetail.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Towing,Chicago IL,John's Service Center,(773) 735-7242,6301 S Major Ave,"Chicago, IL 60638",IL,60638.0,http://acdelco.com,,(2),no,,,,,,,50,success,USA,Auto Services
Auto Parts,Memphis TN,Balenti Mid South,(901) 385-0583,1575 Bartlett Rd,"Memphis, TN 38134",TN,38134.0,http://msouthcapp.com,,,no,,contact@sansoxygen.com,https://www.facebook.com/Midsouthcapp-353499458618426/,,,"http://img1.wsimg.com/isteam/ip/static/pwa-app/logo-default.png/:/rs=w:57,h:57,m",75,success,USA,Auto Services
Tire Shops,Cleveland OH,Graley Tire,(216) 251-5589,3507 W 117th St,"Cleveland, OH 44111",OH,44111.0,https://graley-tire.edan.io,,(2),no,,,,,"Graley Tire  in 3507 W 117th St, Cleveland, OH 44111",https://edan.io/img/favicon.png,85,success,USA,Auto Services
Towing,Chicago IL,Aok Automotive Inc,(773) 581-7979,5809 S Archer Ave,"Chicago, IL 60638",IL,60638.0,http://www.a-okautomotive.net,,(7),no,,contact@a-okautobody.net,https://www.facebook.com/A-Ok-Auto-Body-Inc-100744098949992/,,"At A-Ok Auto Body Inc, we are dedicated to providing professional customer service and quality auto body services in Chicago, IL. Schedule an appointment today.",http://www.a-okautomotive.net/favicon.ico,75,success,USA,Auto Services
Auto Body Parts,Birmingham AL,Dentegra,(205) 968-8025,3345 S Brookwood Ln,"Mountain Brk, AL 35223",AL,35223.0,http://dentegra.localsearch.com,,19 Years,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Memphis TN,MidSouth Tire & Fill,(901) 375-0300,4187 Lamar Ave,"Memphis, TN 38118",TN,38118.0,http://yellowpages.com/memphis-tn/mip/bartlett-tire-service-21865885,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Memphis TN,Tennessee Tirez,(901) 866-9430,2804 S Perkins Rd,"Memphis, TN 38118",TN,38118.0,http://tennesseetirez.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Shops,Cleveland OH,Michel Tires Plus,(216) 271-6223,7202 Union Ave,"Cleveland, OH 44105",OH,44105.0,http://www.tiresplus.com,,20 Years,no,,,,,,,65,success,USA,Auto Services
Towing,Chicago IL,Cash For Cars,(708) 975-0035,,"Chicago, IL 60619",IL,60619.0,https://www.cashforcars.com,,(1),no,,,"https://www.facebook.com/Cashforcars-102944238965517, https://www.instagram.com/cashforcars.us, https://twitter.com/cashforcars_us",,"CashForCars.com will buy any vehicle for cash in 24 hours or less! Sell your car the fast, safe, and easy way!",https://www.cashforcars.com/content/favicon.ico,75,success,USA,Auto Services
Auto Body Parts,Birmingham AL,Hendrick Collision Hoover,(205) 909-2100,1626 Montgomery Hwy,"Hoover, AL 35216",AL,35216.0,https://www.hendrickcars.com/alabama/hoover/hendrick-collision-hoover.htm,,,no,,David.Clark@HendrickAuto.com,"https://www.linkedin.com/company/hendrick-automotive-group, https://www.instagram.com/hendrickcars/, https://www.facebook.com/HendrickCars",,Get auto body repair from the experts at Hendrick Collision Hoover today. Schedule an appointment or get an estimate online.,https://pictures.dealer.com/h/hendrickautogroup/0470/7a400917b7a31c6e4dc63654e8db0513x.jpg,85,success,USA,Auto Services
Auto Body Shops,New York NY,Manhattan East Auto Repair Service Inc,(212) 831-4300,324 E 95th St,"New York, NY 10128",NY,10128.0,http://manhattaneastautorepairserviceinc.localsearch.com,,46 Years,no,,,,,,,50,success,USA,Auto Services
Auto Body Parts,Birmingham AL,Carsmetic Paintless Dent Repair Removal,(205) 978-1624,776 Shades Mountain Plz,"Hoover, AL 35226",AL,35226.0,http://carsmetic.com,,,no,,,,,,,65,success,USA,Auto Services
Auto Body Parts,Birmingham AL,Auto Glass Services,(205) 453-8445,1717 Fulton Rd,"Fultondale, AL 35068",AL,35068.0,http://autoglassservices516932286.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Shops,Cleveland OH,RightTurn,(800) 613-0072,,"Cleveland, OH 44103",OH,44103.0,http://rightturn.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Premium Enterprise Group,(754) 268-7492,2598 E Sunrise Blvd,"Fort Lauderdale, FL 33304",FL,33304.0,https://www.premiumenterprisegroup.org,,,no,,,,,,,0,error,USA,Auto Services
Auto Repair,Tampa FL,C & H Collision Center,(813) 817-2214,2711 E Wilder Ave,"Tampa, FL 33610",FL,33610.0,http://chcollisioncenter.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Oil Change,Cleveland OH,Mr. Tire Auto Service Centers,(216) 941-0700,16420 Lorain Ave,"Cleveland, OH 44111",OH,44111.0,https://locations.mrtire.com/oh/cleveland/16420-lorain-avenue?utm_source=extnet&utm_medium=yext,,64 Years,no,,,,,,,75,success,USA,Auto Services
Remanufactured Engines,San Francisco CA,DJ & J Auto Care,(650) 872-1052,1383 San Mateo Ave,"South San Francisco, CA 94080",CA,94080.0,http://grandpalaceseafoodrestaurant.com,,24 Years,no,,,,,,,60,success,USA,Auto Services
Auto Body Shops,New York NY,Seaman Radio Dispatcher Inc,(212) 304-1515,4020 10th Ave,"New York, NY 10034",NY,10034.0,http://www.seamanrd.com,,(1),no,,,,,,,50,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Less Car Shop,(425) 255-6930,21 Logan Ave S,"Renton, WA 98057",WA,98057.0,http://yellowpages.com/renton-wa/mip/jeffs-auto-repair-11292723,,,no,,,,,,,65,success,USA,Auto Services
Towing,Chicago IL,Best Two Trucks Repair Services,(815) 317-6036,222 N Justine St,"Chicago, IL 60607",IL,60607.0,http://besttwotrucksrepairservices.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Oil Change,Cleveland OH,Quick Change Oil,(216) 486-5335,939 E 185th St,"Cleveland, OH 44119",OH,44119.0,http://www.quickchangeoil.com,,21 Years,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Vision Auto Repair,(425) 228-8228,235 Airport Way,"Renton, WA 98057",WA,98057.0,http://visionautorepairs.wix.com/vision,,,no,,,,,,http://www.wix.com/favicon.ico,60,success,USA,Auto Services
Auto Glass Repair,Nashville TN,"Kaigler, David",(615) 513-8166,2627 Brick Church Pike,"Nashville, TN 37207",TN,37207.0,,,,no,,,,,,,0,error,USA,Auto Services
Towing,Chicago IL,Maurer Services,(773) 631-6200,6220 N Nordica Ave,"Chicago, IL 60631",IL,60631.0,,,(1),no,,,,,,,0,error,USA,Auto Services
Auto Glass Repair,Nashville TN,Cooper's Glass Service,(615) 226-5848,200 Fall St,"Nashville, TN 37206",TN,37206.0,,,,no,,,,,,,0,error,USA,Auto Services
Auto Glass Repair,Nashville TN,David's Auto Glass,(615) 485-2845,327 Tamworth Dr,"Nashville, TN 37214",TN,37214.0,,,,no,,,,,,,0,error,USA,Auto Services
Auto Body Shops,New York NY,USJun9-1,(718) 999-6632,E 34th St,"New York, NY 10016",NY,10016.0,http://usjun91.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Greenlight Garage,(206) 842-5985,7070 NE Eagle Harbor Dr,"Bainbridge Island, WA 98110",WA,98110.0,https://www.bainbridgegreenlightgarage.com,,,no,,,,,,,75,success,USA,Auto Services
Auto Body Parts,Birmingham AL,McGregory Paint & Body,(205) 785-4700,5101 Valley Rd,"Fairfield, AL 35064",AL,35064.0,http://mcgregorypaintbody.localsearch.com,,28 Years,no,,,,,,,60,success,USA,Auto Services
Oil Change,Cleveland OH,Start 2 Finish Automotive,(440) 252-5054,4370 Cranwood Pkwy,"Cleveland, OH 44128",OH,44128.0,http://start2finishautomotive.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Body Shops,New York NY,Marmin Collision Specialist,(212) 327-3486,517 E 73rd St,"New York, NY 10021",NY,10021.0,http://www.manhattanautomobilerepair.com,,(4),no,,,,,"Best recommended dealer alternative for luxury auto service and repair in NYC. Factory trained, licensed experts Rover, Jaguar, Mercedes, Audi and more...",https://manhattanautomobilerepair.com/wp-content/uploads/2023/04/cropped-Manhattan-Automobile-Repair-icon-32x32.png,60,success,USA,Auto Services
Tire Shops,Cleveland OH,The Tire Guy,(216) 631-5509,2034 W 65th St,"Cleveland, OH 44102",OH,44102.0,http://buckbuckcle.com,,,no,,,,,,,0,error,USA,Auto Services
Auto Repair,Tampa FL,C & B Auto Mechanics Inc.,(813) 374-9033,5223 E Broadway Ave,"Tampa, FL 33619",FL,33619.0,http://cbautomechanicsinc.localsearch.com,,25 Years,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Memphis TN,Hutch's Auto Service,(901) 379-0203,5093 Raleigh Lagrange Rd,"Bartlett, TN 38134",TN,38134.0,http://hutchautoservice.com,,,no,,,,,,,0,error,USA,Auto Services
Tire Shops,Cleveland OH,Lee's Tire Service,(513) 861-7411,2708 Central Ave,"Cleveland, OH 44115",OH,44115.0,http://leestireserviceoh.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Shops,Cleveland OH,Reliable Tire Company,(216) 881-1637,6103 Superior Ave,"Cleveland, OH 44103",OH,44103.0,http://yellowpages.com/cleveland-oh/mip/tire-world-discounts-474970488,,,no,,,,,,,65,success,USA,Auto Services
Car Transport,New York NY,Try-State Auto Transporte,(212) 304-4349,,,,,http://trystateautotransporte.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Auto Parts,Memphis TN,A T P Customs,(901) 552-5375,4863 Berrydale Ave,"Memphis, TN 38118",TN,38118.0,http://yellowpages.com/memphis-tn/mip/wiley-imports-llc-1673533,,,no,,,,,,,65,success,USA,Auto Services
Auto Parts,Memphis TN,Johnson's Master Muffer,(901) 666-2174,1645 Rockdale Ave,"Memphis, TN 38116",TN,38116.0,http://yellowpages.com/memphis-tn/mip/johnsons-master-muffer-524636908,,,no,,,,,,,65,success,USA,Auto Services
Oil Change,Cleveland OH,Enger Tire Center Parma,(440) 842-2400,6709 Pearl Rd,"Cleveland, OH 44130",OH,44130.0,http://engertirecenterparma.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Buttera Motors,(425) 276-7425,14235 100th Ave NE,"Kirkland, WA 98034",WA,98034.0,http://www.butteramotors.com,,74 Years,no,,,,,,data:;,65,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Finest Hand Car Wash,(954) 655-2382,4861 NW 9th Ter,"Fort Lauderdale, FL 33309",FL,33309.0,http://finesthandcarwash.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,Bravo's auto detail,(954) 647-5683,1043 NW 13th St,"Fort Lauderdale, FL 33311",FL,33311.0,http://bravosautodetail.localsearch.com,,16 Years,no,,,,,,,60,success,USA,Auto Services
Car Transport,New York NY,Autoluxe Transportation,(201) 305-5156,1822 Willow Ave,"Weehawken, NJ 07086",NJ,7086.0,http://autoluxetransportation.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Towing,Chicago IL,W W Auto Repair & Towing,(773) 392-2990,6153 S Richmond St,"Chicago, IL 60629",IL,60629.0,http://wwautorepairtowingil.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Friedel's Service,(425) 228-4262,21 Logan Ave S,"Renton, WA 98057",WA,98057.0,http://friedelsservice.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Car Wheels,Miami FL,Florida Wheels & Rides Corp,(786) 250-4475,15420 SW 136th St,"Miami, FL 33196",FL,33196.0,http://floridawheelsridescorp.localsearch.com,,14 Years,no,,,,,,,60,success,USA,Auto Services
Tire Shops,Cleveland OH,Dale & Bob's Auto & Tire Service,(216) 883-0474,4173 E 71st St,"Cleveland, OH 44105",OH,44105.0,http://soliddeal.com,,,no,,,,,,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAQAAAC1HAwCAAAAC0lEQVR42mP8/wcAAgMBApWzZ/AAAAAASUVORK5CYII=",65,success,USA,Auto Services
Remanufactured Engines,Memphis TN,Davison Motorsports & Automotive,(870) 739-3868,4085 Highway Interstate 55 W Service Rd,"Marion, AR 72364",AR,72364.0,http://davisonmotorsportsautomotivear.localsearch.com,,,no,,,,,,,60,success,USA,Auto Services
Tire Shops,Cleveland OH,Auto Recovery Task Force,(216) 472-0567,4480 Bradley Rd,"Cleveland, OH 44109",OH,44109.0,http://yellowpages.com/cleveland-oh/mip/quick-quiet-recovery-service-503816131,,,no,,,,,,,65,success,USA,Auto Services
Remanufactured Engines,Seattle WA,Apex Automotive Repair,(425) 227-6997,2615 NE Sunset Blvd,"Renton, WA 98056",WA,98056.0,http://yellowpages.com/renton-wa/mip/timmyz-mobile-repair-llc-481554052,,,no,,,,,,,65,success,USA,Auto Services
Car Wheels,Miami FL,Wheels Performance,(305) 279-4661,,"Miami, FL 33176",FL,33176.0,http://wheelsperformancefl.localsearch.com,,,no,,,,,,,65,success,USA,Auto Services
Car Detailing,Fort Lauderdale FL,DaVinci Detailing,(954) 594-2354,3960 W Broward Blvd,"Fort Lauderdale, FL 33312",FL,33312.0,http://davincidetailing481153915.localsearch.com,,13 Years,no,,,,,,,60,success,USA,Auto Services
Towing,Chicago IL,Canam Transportation Inc,(773) 234-6669,4740 N Cumberland Ave,"Chicago, IL 60656",IL,60656.0,http://illinoistowingservices.com,,,no,,,,,,data:;,65,success,USA,Auto Services
